business_id,name,category,rating,price,address,latitude,longitude,reviews
PilMA5jBSjfh2rlCLG50Cw,Blue Corn Tacos Catering,"['Tacos', 'Caterers']",5.0,,"Santa Barbara, CA 93101",34.42161,-119.70974,"['Why you should chose Blue Corn Tacos? 1. The quality of the meat. 2. Fresh ingredients. 3. They are GOOD TACOS. We would recommend them to everyone.', 'Vannia and Paulo are so AMAZING!\nThey catered my 60th Birthday Party, and it went so well!\nGuacamole, Chips, and Salsa. Best guacamole I have ever...', 'These guys are great!, We had them setup for a 2 year old B-day lunch, The night before we had to cancel due to illness. They were not only able to rebook,...']"
yEmEDomLUofVtbZoUeFV5g,The Daily Grind Coffee & Tea Station,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Sandwiches']",4.0,$,"2001 De La Vina St Santa Barbara, CA 93105",34.4286,-119.717254,"['review of AM burrito and coffee experience in late June, 2022.\n\nLocal coffeeshop opens early; kitchen fires up later but friendly staff and relaxing patio...', 'Wowwww this place is so frekin good!!!!\n\nI was brought a box of pastries because my friend swears this place is the best and it certainly was. It has been a...', 'This place is cute!! Bright ambient lighting, plenty of tables to sit at (both indoor and outdoor), and lots of good food options. \n\nTuna Melt Sandwich:...']"
l_slvEnh4v3W8BXF1gYlcQ,Baja Sharkeez,"['Mexican', 'Sports Bars', 'Dance Clubs']",3.5,$$,"525 State St Santa Barbara, CA 93101",34.4171787,-119.6963836,"['Donkey punch fishbowl 8.65/10- honestly pretty refreshing and tasty. Orange juice blended with cran, redbull, peach schnapps, and vodka. Portion is huge,...', ""We got 2 fish bowl drinks for 7 people and while the descriptions weren't super appetizing they actually turned out to be pretty tasty (and fairly..."", 'This restaurant surprised me.  \n\nMy friends had been discussing wanting to get a drink and as we were walking towards this place I noticed drinking menus on...']"
MJI-bNIn3QDgiGggm9Wp1w,Moby Dick Restaurant,"['American (Traditional)', 'Seafood', 'Breakfast & Brunch']",3.0,$$,"220 Stearns Wharf Santa Barbara, CA 93109",34.4092096,-119.6854512,"['3 stars accurately describes this establishment.  The view is amazing and the food was delicious but besides the guy who brought our food and the table...', ""Thought the clam chowder was good, view was good, staffs were courteous until\n.\n.\n.\n.\nMOLD SPOTTED ON MY SOURDOUGH \n\none server didn't say much except would..."", ""This restaurant is located on Stern's Wharf. It has been around forever!  \n\nThe view from every seat is great! You can watch everyone from boating,...""]"
T9I4G6Or3sAbyYmB7c23hw,Tino's Italian Grocery,"['Sandwiches', 'Delis', 'International Grocery']",4.5,$$,"210 W Carrillo St Santa Barbara, CA 93101",34.4191188,-119.7045917,"[""I've heard several people talk about how good the sandwiches are at Tino's and I was super excited to try them! They don't have a ton of customization..."", ""This was a classic sandwich at Tinos\n\nI was told these sandwiches are the best for a quick sandwich!  Better than Subway or Jersey Mikes!  I call BS\nI'll..."", 'Worst roast beef EVER!\nI ordered a simple sandwich: roast beef, ham, and provolone cheese. \nEvery bite I took, I had to spit out a piece of the fatty...']"
AXC__4yZrn-N3BT7-2bV_Q,Biergarten,"['Beer Gardens', 'Hot Dogs', 'Pizza']",4.0,$$,"11 Anacapa St Santa Barbara, CA 93101",34.41339,-119.68894,"['Their Margherita pizza is one of my absolute favorites. It never disappoints. Super cheesy and well balanced with (the best part) basil. The fun selection...', 'Not having had any beer for a couple of years now, this place definitely hit the spot. The waitress was friendly and nice. She did select some good options...', 'Ambience here is so chill during the day on a weekend and then really lit on a Friday or a Saturday nigh. I got the das boot and not only was it epic but...']"
AzZqXglv_puXwd4kCvM7ew,Rudy's,['Mexican'],4.0,$,"138 E Canon Perdido St Santa Barbara, CA 93101",34.422506303578,-119.698378549957,"['I got a two item combo with a chile relleno, a beef taco, rice and beans...$15.75. It was a huge platter of food. So, I stretched it out over three...', ""Update: They screwed up the replacement order as well. That's two orders in the same night they didn't follow the simple instructions. No beans, guacamole..."", ""I have a bladder ulcer and I can't have spicy foods, but I thought the fajita burrito would be safe because I've eaten at noonish and it never was spicy,...""]"
fNrg-QSzgWjmCZsRcE96Fg,Shalhoob's at the Market,['Burgers'],4.0,,"38 W Victoria St Santa Barbara, CA 93101",34.42354,-119.70681,"['10/10 recommend the breakfast menu here! I got the breakfast smash and it was BEAUTIFUL. A fried egg, breakfast sausage, cheese, on a brioche bun?! SAY NO...', ""I've been to their funk zone location many times & was excited to hear they were moving into the marketplace. \n\nThe menu isn't as extensive as the funk zone..."", ""I'm a fan of smash burgers and burgers in general and Shalhoob's at the Market did not disappoint. It's a pricey treat but we'll worth it. I LOVE the crispy...""]"
B1yPXzIIJrLWyTcE4jsYuQ,Goat Tree,['American (Traditional)'],3.5,$$,"36 State St Santa Barbara, CA 93101",34.41347234552059,-119.69065221842466,"['Our first time in Santa Barbara and in the pouring rain! We found public parking structure after some driving around and Goat Tree was conveniently located...', ""The food was just okay. This review is also about the service and misrepresentation of the menu. \n\nI can't speak for other meals (brunch) but it's..."", 'The first couple of times I ate here it was great, but my recent visit left much to be desired. It started off fine. Our server was friendly and helpful...']"
ZYqNIWch6Ik9wLZCa1hxkw,Tacos Pipeye,['Mexican'],4.5,$,"217 N Milpas St Santa Barbara, CA 93103",34.42387,-119.68222,"['BEST TACOS.\ncoming from someone that was raised in Tijuana, these tacos are such a vibe and are so delicious, adding that to the friendly staff and good...', 'Authentic, fresh, friendly staff. \nWorth checking out, food was delicious. \nIn downtown, park on side street, easier to walk up. \nTake out or dine in.\nGood...', 'Another great taco spot in Santa Barbara. Legit salsa bar, excellent choices. Tacos are $3 each on fantastic homemade tortillas. I tried the shrimp:...']"
9u79dIXLQzmt9rnOZEnBaQ,The Habit Burger Grill,"['Burgers', 'Salad', 'Sandwiches']",4.0,$,"628 State St Santa Barbara, CA 93101",34.418499,-119.697453,"['I came for lunch and decided to try their new ahi sandwich, I was little surprised when it came out on a burger bun. I was expecting the sandwich bread,...', 'I had waited for a long while to try the burgers at the Habit Burger Grill Santa Rosa since it\'s menu had a ""veggie burger"". We came back to Santa Barbara...', 'This location is Still very closed up due to Covid...They\'ve taken the doorway\'s out to make windows of ""place to order"" another window is the ""fountain...']"
S3QHy1sshUeZwXOYviVsXQ,Tre Lune,['Italian'],4.0,$$$,"1151 Coast Village Rd Montecito, CA 93108",34.4209378,-119.646244,"['Absolutely wonderful experience From our waiter. He went above and beyond and was so so kind, accommodating and friendly. 2nd time visiting and 2nd having...', 'Montecito is...\n\nWhat I refer to as the gateway to Santa Barbara...\n\nThe heart of Santa Barbara County...\n\nAnd is and will always be a special place to me...', 'Everything you could ask for in an Italian eatery and more.  Fabulous menu selection and rather accommodating with off-menu requests (penne alla vodka!)....']"
sVyIHqkORX3hy590zSfReA,Maíz Picante,['Mexican'],5.0,,"2714 De La Vina St Santa Barbara, CA 93105",34.43606,-119.725423,"['This place was so yummy! Upon walking in, we could tell it was clean and you can see back into the kitchen where everything looked very clean. The lady...', 'This place has delicious Mexican food with a twist from the regular tastes.\nThe service was excellent, exceptionally nice people. The place was clean and...', 'The tacos were amazing, it was our first time at the restaurant.  We were greeted by Daisy with a beautiful smile, after asking her a bunch of questions she...']"
croghSUnfLEynnHrShh0OQ,Olio Bottega,"['Cafes', 'Italian', 'Breakfast & Brunch']",5.0,,"11 W Victoria St Ste 17 Santa Barbara, CA 93101",34.42385430892096,-119.70609968040989,"[""The sandwiches get a chef's kiss from me! My two favorites are the Finocchiona and Hi Maria! Porchetta. Hands down my favorite sandwich shop in SB with the..."", ""Two visits here and my review hasn't changed. I'd definitely come back for no frills Italian food and you can enjoy it on the patio while watching the world..."", 'Best sandwiches in Santa Barbara! Rustic, authentic and with amazing attention to detail and fresh ingredients! Amazing ambiance across from public market...']"
u3uB0GD7cVf5NC-AFHdwnQ,Golden Line Coffee Bar,"['Coffee & Tea', 'Pop-Up Restaurants']",5.0,,"618 Anacapa St Ste A Villa Wine Bar Santa Barbara, CA 93101",34.4195,-119.69638,"['First time here and really enjoyed it. We sat outside on a nice sunny warm Sunday. I got a cold brew and my friend got a custom-made tea Latte. He got some...', 'Finally got the chance to stop in recently and check out the newest coffee shop in town. \n\nOver everything else, there is something special about this place...', 'Thanks to the world of social media, I scrolled upon Golden Line Coffee Bar. Hidden within Villa Wine Bar on the weekends (7:30 am-2 pm), Chris and Ashley...']"
D_WS8rM-DVygaCKbIErZ6Q,Palapa,['Mexican'],4.0,$$,"4123 State St Santa Barbara, CA 93110",34.440664,-119.760507,"['We came back! It was delicious again. I split the Palapa burrito with my dad this time. We got it smothered in green sauce. It was delicious (we got it with...', 'I want to start this review by saying the manager (or owner?) is super kind and top notch in customer service. The ambiance is lovely. The staff was good....', '4 stars the food. Yum! We had the Vallarta salad, carnitas, and steak fajitas. The salsa and chips were delicious. \n\nBut 1 star the dine in service....']"
IRyKDIF51M0GcqS8yfPcYA,Mesa Cafe,"['Breakfast & Brunch', 'American (Traditional)', 'Bars']",3.5,$$,"1972 Cliff Dr Santa Barbara, CA 93109",34.4017545,-119.7223636,"[""I've been wanting to come back for the Manmosa  (It's a mimosa served in a bigger glass) and the breadless benedict. \nThey did not disappoint! The food was..."", 'After being seated we waited and waited. \nAfter having ample time to look over a menu we still had no server come to help us. When we looked around there...', ""The food is gross, like not just some times it's not good as others, NO, the food is quite honestly disgusting. The quality has come down so many levels in...""]"
SsHMgOW3TT48Z7jeV5beqQ,Kimchi Korean BBQ,"['Korean', 'Barbeque']",4.0,$$,"3132 State St Santa Barbara, CA 93105",34.4406899,-119.73238,"[""This is my #1 go to restaurant for Korean Bbq. I've tried others in Ventura and LA but I can't say that any of those places are better than Kimchi. I have a..."", 'This place was packed for a reason! After signing up for the waitlist, we stood in the drizzling rain until were finally rewarded with a table over an hour...', 'It was nice to have an ayce in santa barbara, lets get that out of the way.\n\nTheir prime cuts of meat were pretty good and wished i had ordered more of it...']"
8JzURExziDYuCrd7Ve9nDQ,Los Tarascos Bakery and Deli,"['Bakeries', 'Delis']",4.5,$,"314 E Haley St Santa Barbara, CA 93101",34.4202995300293,-119.691482543945,"['Delicious tortas, and the place smells amazing because of the fresh pan! The chipotle sauce that comes with the side salad is amazing!!', 'Life is too short for bad bread. My 1st & only visit. Dropped in to buy pan dulce to take to my godmother. It was subpar to say the least. My godmother took...', 'Wow!! This little unassuming bakery & deli offers smoothies, tortas, burritos, plate lunches, and Mexican pastries. I saw them on Axxess and decided to try...']"
G9rBwcWp56C8r6ZFwVuimA,Belmond El Encanto Dining Room,"['American (New)', 'Seafood', 'Breakfast & Brunch']",3.0,$$$,"800 Alvarado Pl Santa Barbara, CA 93103",34.439548,-119.703871,"['Some of the best views in the city. Overall great experience. Wonderful, attentive staff. Easy online booking. The breakfast is simple but delicious. I...', 'We went there for Easter brunch yesterday and although the food was excellent it was unfortunate that they gave us a 2:00 reservation. It was all you can...', 'Below average food and average service.  Another beautiful hotel lacking in food preparing, and service.  During our breakfast one waffle undercooked and...']"
crlk8kaurC4zrPUTt7BevQ,Chubbies Hamburgers,['Burgers'],4.0,$,"2908 De La Vina St Santa Barbara, CA 93105",34.43772,-119.72681,"['Good food fast service, friendly staff . I had takeout and it was delicious. Parking kinda sucks', ""I got a cheeseburger with everything on it.\nIt was to go.\nFlavor wise... Nothing stood out\nIt reminded me of McDonald's.\nIs this good or bad?\nDepends if you..."", ""I remember when Chubbies first opened(!) A Santa Barbara mainstay for many, many years, it's a small, old-school no-nonsense burger joint with great quality...""]"
lNkxXDcNoHBpWDNPoZesYw,Caruso's,"['Italian', 'Wine Bars', 'Cocktail Bars']",4.5,$$$$,"1759 S Jameson Ln Montecito, CA 93108",34.420814,-119.628781,"[""Caruso's has really impressed us for valentine's day! The menu was incredible and the service on valentine's was the best. \n\nHad the tasting menu and..."", ""We had one of the best dining experiences ever at Caruso's! The restaurant is located at the beautiful Rosewood Miramar Hotel and has a full ocean view!..."", 'Amazing, amazing, amazing!! And did I mention that it was amazing? It turned out to be such a pleasant evening. We arrived just before sunset, and it is...']"
04Ss49U_QKYLotcJMAH8cA,Ike's Love & Sandwiches,['Sandwiches'],4.0,$$,"1936 State St Santa Barbara, CA 93101",34.43082,-119.7143,"[""My friend and I were going for an afternoon hike and decided to get a sandwich before leaving. He suggested Ike's or South Coast Deli.  I've been to (and..."", 'I placed an order online for two days ago and never received the order. I attempted calling 14 times and the line was busy every time!\nI checked with my...', ""The bom.com. I was starving before an appointment and didn't want to grab something from the 7-11, I was pleasantly surprised how GOOD these sandwiches are....""]"
dDU-0EW4Asx-RnM-vULFQw,Lighthouse Coffee,"['Coffee & Tea', 'Sandwiches', 'Acai Bowls']",4.0,$$,"1819 Cliff Dr Unit C Santa Barbara, CA 93109",34.40105,-119.72158,"['Loved working from here! They have outlets and plenty of tables - though it tends to be pretty busy from what I saw on a Thursday. \n\nThe iced hazelnut latte...', ""Sorry, hipsters.\nPretty dry service and awkward atmosphere. They don't toast bagels, so we have to use the same toaster that everyone else touches?..."", 'Personally, I think this is the best Lighthouse location in Santa Barbara. We always grab our coffees before taking our dog to Douglas Preserve. Lighthouse,...']"
rxH22mT81ht_n3cGTbWi4A,Beans BBQ Catering,"['Caterers', 'Barbeque', 'Personal Chefs']",4.5,,"Santa Barbara, CA 93117",34.4193801879883,-119.69905090332,"['Where do even start! This family owned and ran business is not like anything out there. The care, the attentiveness to detail, the love that goes into not...', 'Beans BBQ owes my husband and I almost $4,000 in our security deposit because Beans BBQ was banned from our wedding venue on October of 2021 before our...', ""Buyer Beware!\nReading these reviews it's clear that if you don't give Kristi a 5 star review she lashes out in an extremely unprofessional level. Her...""]"
iMTjejk6apJKzCukZnDw5A,Jeannine's Bakery & Restaurant,"['Bakeries', 'Coffee & Tea', 'Breakfast & Brunch']",4.5,$$,"1253 Coast Village Rd Montecito, CA 93108",34.421043,-119.64219,"[""We cannot be within striking distance without visiting Jeannine's Bakery in Montecito. \nTheir staff is always so friendly and welcoming showing their..."", 'Stumbled across this gem while visiting Santa Barbara and it was the perfect little breakfast/lunch spot! I had the Chicken Pesto sandwich which was great...', ""My girlfriend and I discovered Jeannine's purely by chance.  We were driving home from Paso Robles, were hungry, and called the concierge at a local 5-star...""]"
IXQH9-nnTWZFgBF0V3MH-A,Cali-Forno Pizzeria,"['Pizza', 'Italian', 'Sandwiches']",4.0,,"905 State St Santa Barbara, CA 93101",34.42052,-119.70115,"[""Best pizza ever!!\n\nI love this place so much that I would totally say it's the best pizza place in Santa Barbara. The service was super friendly and fast...."", ""I've lived in NY my entire life and this pizza was far better than anything I have had on the East coast! Great sauce, fresh topping and the perfect amount..."", ""Cali-Forno has great pizza, but you might want to get it to go. \n\nIt wasn't until I had an intense craving for wood fired pizza that I learned that Santa...""]"
eX7o_-s5TmDT-DMfTV4cmw,Luckys Steakhouse,"['Steakhouses', 'American (Traditional)', 'Cocktail Bars']",4.0,$$$$,"1279 Coast Village Rd Montecito, CA 93108",34.4212394549292,-119.641027450561,"[""Are you always wondering where the best place in town is? I'm going to let you in on the secret. Lucky's is the place in Montecito. Those pictures of old..."", 'This spot sure is an experience! The lighting and fire place was giving a old Hollywood movie ambiance. \n\nI came for a birthday dinner and our reservation...', 'Food is amazing, get the abalone, the appetizer is enough, and it is wonderful. They do salmon, like no other restaurant does, the combination of the sweet,...']"
xVtO6a4dqKQQzMXkSPL80A,Presidio Market,"['Grocery', 'Beer, Wine & Spirits', 'Delis']",4.0,$,"1236 Santa Barbara St Santa Barbara, CA 93101",34.4265199,-119.70304,"['The literal hole in the wall restaurant in the market is amazing! I usually always get the enchiladas that are so flavorful and my partner gets the tortas...', 'Friendly. Fair priced, local market. They have just about everything you could need on a whim.', 'Stopped in for sandwiches and snacks while visiting Santa Barbara. The food area is literally a hole in the wall in the rear of the store. Our sandwiches...']"
OzGk7arJv6FPrWqaYSvyKQ,Choi's Oriental Market,"['Korean', 'International Grocery']",4.5,$$,"185 S Patterson Ave Ste D Santa Barbara, CA 93111",34.4355666,-119.8092569,"['this place is so cool because it is market AND a restaurant. how convenient that you can enjoy well-made, authentic korean food before/after grocery...', 'The place has got a homey storefront type of energy; you enter and are enthusiastically greeted by the sweet owners, treated with kindness and respect, and...', 'First time trying it, nothing tasted that what I expected. The side dishes were poor quality, feels like they just bought them from Costco and sold at a...']"
gebiRewfieSdtt17PTW6Zg,Hibachi Steak House & Sushi Bar,"['Japanese', 'Sushi Bars', 'Steakhouses']",3.5,$$,"502 State St Santa Barbara, CA 93101",34.4170016,-119.6955924,"['Came to this area after leaving a long day of high school volleyball. Went to another restaurant a few doors down where we were sat down and ignored,...', ""Soooo, I've gone here twice since they have reopened. BOTH times I have come home with food poisoning.\n\nTheir food tastes good but you pay for it later...."", 'Terrible food! Worst quality, tourist trap... ordered a miso soup that tasted like chicken broth (no tofu/seaweed), shrimp tempura (2 small shrimps and...']"
BseHdXex5Od2Or_TyUIoWQ,Courthouse Tavern,"['American (Traditional)', 'Bars', 'American (New)']",3.5,$$,"129 E Anapamu St Santa Barbara, CA 93101",34.4253,-119.70269,"['I really liked the location of this place, but the food and service not so much. Went here with a friend early evening, they must have been understaffed,...', ""Food was decent, had the pork sandwich. Service was grade 'A'. Not a place I would make a trip out to Santa Barbara per se. But was a good place to eat..."", ""We went in after a special occasion at the courthouse with a large group and we're treated so well! It was a perfect place to celebrate. They could not have...""]"
wvD7TOuE-qUhkyXoi8K8hA,Taqueria El Bajio,['Mexican'],4.0,$,"129 N Milpas St Santa Barbara, CA 93103",34.42323788766319,-119.6813092,"[""IYKYK !!!\nThis place is the bomb! The pricing is comparable to the area, pay these people what they are worth!\n\nBetter than grandma's, sorry granny."", 'Very high prices for what you get. Shame on me for giving this place another chance. As other reviewers mention, there is another Mexican restaurant up the...', ""I'll never go to this place again. It's already the most expensive Mexican restaurant in town. Apparently that's not enough as they're now charging $1 for...""]"
Xw_5QkLTyIEg6Hs-kXGNbg,Galanga Thai Restaurant,"['Thai', 'Noodles', 'Soup']",3.5,$$,"507 State St Santa Barbara, CA 93101",34.41673,-119.6961,"['WOW! Galanga has been added to my list of places to revisit again and again. On top of the spectacular meal, the service was great; they were so kind,...', ""We were looking for some delivery Thai food recently and our favorite Thai restaurant didn't deliver. We decided to try Galanga and it did not let us down!..."", '(Overall: 80% | B) - The restaurant is pretty appealing overall; the servers are friendly and the bathroom is reasonably clean.\n\n(Pad Thai: 75% | C) - This...']"
8RlO6NuhWzXktp-1croq5A,Szechuan Restaurant,"['Szechuan', 'Seafood']",3.5,$$,"1994 Cliff Dr Santa Barbara, CA 93109",34.4017649,-119.7224196,"['All around outstanding. Fresh and wonderful. And large  portions. High recommendations', 'Chinese restaurants struggle to serve food that their customers think is authentic, while keeping the flavors in line with local palates. That said, when we...', ""Spring Rolls were still cold on the inside on top of being OVERPRICED. $11 for 4 small micro-waved rolls, really! General's chicken looked and tasted...""]"
INaAIFXWueRVjgmuNtJTEw,Dutch Garden Restaurant,['German'],4.5,$$,"4203 State St Santa Barbara, CA 93110",34.43995,-119.76324,"[""Updating this review. The reason they charge for the bread basket now is that it's hand made locally. And worth it. The owner and his wife are awesome,..."", 'I have not been to Dutch Gardens since High School most likely. \nDropped by and had a great lunch! \nFood was delicious. Schnitzel was perfectly cooked and...', 'Fantastic Food. Great afternoon beer garden vibes. The renewed take on a Santa Barbara classic was the locals lunch spot this side of town needed. Service...']"
Btm9ODncqCqYsnpawaHioA,Tyger Tyger,['Asian Fusion'],4.0,$$,"121 E Yanonali St Santa Barbara, CA 93101",34.4158532,-119.6899015,"['Okay Tyler Tyler has a completely new refreshed menu. Lots of plant based choices fresh flavorful and healthy food, Nice!', 'We had a coffee and sparkling water in this store. We really enjoyed the time spending there. Pretty relax to just sit outside and watch the street...', 'Tyger Tyger\n\nOh dear, this is becoming a pattern... Deja vu? I think not... \n\nAfter visiting all 7 of ACME hospitality restaurants in the Funk Zone, I...']"
1kVnChI4aqsPw9i2PVqkkw,Fresco Cafe,"['American (Traditional)', 'Italian', 'Breakfast & Brunch']",4.0,$$,"23 E Canon Perdido St Santa Barbara, CA 93101",34.4212599,-119.7000326,"['What a great discovery in downtown Santa Barbara! Frescos had a varied menu. _ from salads to\nSandwiches to entrees. Everything I have had has been...', ""This was an insult to Asian salads. One of the worst presentations. Flavorless. Don't even know how this place has four stars"", 'Fresco is one of my favorite places to go with my family. They have a bit of everything pizza, salad, sandwiches, soup and sooo much more!\n \nThe location is...']"
DtM7NEQb0e_LyF_Wftagng,AfroFusion Catering,"['Caterers', 'African']",5.0,,"Santa Barbara, CA 93101",34.421688079834,-119.70622253418,"[""This is the best food I've had in Santa Barbara so far. These  HUGE family style portions are packed with intricate flavors and spices, and I think it is..."", ""This is some of the best food I've ever had in Santa Barbara. We have ordered from them a few times over the past years, and every time it has come out..."", ""We ordered from AfroFusions for our game night this weekend and couldn't be happier! Patience took our order over email and we had the option to pay by card...""]"
H9SCwweuqaJEhBsBzWs5Tg,We Want The Funk,"['Pizza', 'Salad', 'Wine Bars']",5.0,,"210 Gray Ave Santa Barbara, CA 93101-1811",34.4160561,-119.6901552,"['I am always excited to try a new spot in the Funk Zone, especially one with such a fitting name! \n\nWe Want The Funk is tucked behind Dart and Tyger Tyger in...', 'Absolutely loving this new kitchen and patio in the heart of the Funk Zone. Special thanks to Tatum for being so welcoming and being a true ""hostess with...', 'Brand new food spot in the Funk Zone!\n\nOysters, Flatbreads, Salads and more!\n\nThe crispy green beans were delish! Crispy, not greasy tempura batter green...']"
O2lFAWD2WXXx5EKkzPutWQ,Your Place Thai Restaurant,['Thai'],4.0,$$,"22 N Milpas St Ste A Santa Barbara, CA 93103",34.422246,-119.679611,"['Amazing mom-and-pop Thai restaurant with great service.\n\nThe first thing I noticed walking in is the flyers from a local newspaper naming this the Best Thai...', 'I like Your Place.  Thai dishes cooked in a traditional/standard way...big portion sizes...heavy handed with sauces, packing lots of flavor.  WIN.  What you...', 'I ate here last week when I was driving back from LA to SF. In fact, I specifically drove up PCH to the 101 (instead of the I-5) just so I could stop in for...']"
PBXFaKio7FJ-4JehJGh_gg,Fattes Pizza,['Pizza'],4.5,,"2840 B De La Vina St Santa Barbara, CA 93105",34.43742,-119.72613,"['Best pizza we have had in a long time. Fresh dough with a nice crunch to the bottom. Will def come back when we are back in SB!', 'I ordered my pizza online and saw that all pizzas are buy one get one free. I ordered a small white sauce pizza with mushroom and chicken and wanted to get...', ""Beats Rusty's, toppers, and dominoes! Best fresh pizza I've had in a while!!! Ordered online it was ready on the dot. The cashier was friendly. Stoked to...""]"
bBA62rVklEG2WUnvi8RtrQ,El  Sitio,['Mexican'],4.0,$,"2830 De La Vina St Santa  Barbara, CA 93105",34.43706,-119.72568,"['Excellent authentic Mexican food. No nonsense, just really good, prepared fast. Get there early to avoid lines', ""This is the third El Sitio I've tried in the SB area. I like all of them. \nHere, I tried a veggie burrito, which was quite satisfying. It wasn't overly..."", ""Ordered the Papas Con Chorizo breakfast burrito - Sausage, Potatoes & Egg and Carne Asada burrito. I typically don't like chorizo but I enjoyed it! Both...""]"
jZncFsMQdrq268OHq_Q6uw,Super Cuca's Taqueria,['Mexican'],4.0,$,"2030 Cliff Dr Ste 1A Santa Barbara, CA 93109",34.402527,-119.724409,"[""We were driving back from the San Francisco Bay Area to Orange County and it was getting late. Found Super Cuca's on YELP and it definitely hit the..."", ""This place is called Super Cuca's for a reason. The portions are huge and depending on your appetite, whatever meal you get here will leave you overly..."", ""I like this place, it's very popular, always tasty. Large portions, reasonable prices. Good selection of food on the menu.  This time there were a lot of...""]"
ERzIS-WRLw-80_B4yqcG3Q,Chuck's of Hawaii,"['Steakhouses', 'Seafood']",3.5,$$,"3888 State St Santa Barbara, CA 93105",34.4406206,-119.7503504,"['This was our first time here in about 15 years, and we had modest expectations based on our memories of the place. Happy to report that our experience far...', ""We decided to give Chuck's another try. The interior is still dark and the management, not existent.\n\nGood teriyaki chicken, as expected. Learned to not..."", ""After 4 years in Santa Barbara, I FINALLY got my butt in the door to give Chuck's of Hawaii a whirl. I usually end up belly up to the bar at it's...""]"
-kfHz1kimX62QEceFkkB_g,Edomasa,"['Japanese', 'Sushi Bars']",3.5,$$,"2710 De La Vina St Santa Barbara, CA 93105",34.43602,-119.72527,"[""YUM. \n\nRolls are smaller than I'm used too but if ya get 2 it's almost a full meal. They are reasonably priced and the ingredients tasted fresh :)\n\nWould..."", 'Excellent food, friendly staff and reasonable prices! Casual atmosphere. Bargain full platter meals, too.', ""I've finally found my sushi spot in town! & it's close to the newer Handlebar coffee. My husband only eats rice dishes and I love a little bit of both sushi...""]"
k6Ptrc94R-Mk549pDEVTFA,The Natural Cafe,"['Sandwiches', 'Juice Bars & Smoothies', 'Burgers']",4.0,$$,"361 Hitchcock Way Santa Barbara, CA 93105",34.4354209,-119.7456594,"[""My BF has been wanting to take me here because there's so many vegan options for me. \nI enjoyed everything. The vegan chicken sandwich was amazing. The..."", 'Had not been here in a while but since hearing that the downtown location got shut down because of rats we decided to try the one uptown. 4 dishes tasted...', ""Probably one of my faves in all of Santa Barbara. While there isn't table service (you order at the counter), the finished product of food entree is usually...""]"
2g-MzdQnvXKDyRy-rMhalA,Gipsy Hill Bakery,"['Pop-Up Restaurants', 'Specialty Food', 'Custom Cakes']",5.0,,"Santa Barbara, CA 93101",34.421688079833984,-119.70622253417969,"['The pop-up culinary scene is filled with unbelievable talent and this here is one of them.  I had the opportunity to pre-order a pie in which I choose a...', 'Sandra is a very talented baker !!\nI custom ordered a tarte tatin .... it is beautiful & delicious.\n\nSo glad to have Sandra in Santa Barbara where the food...', 'Not enough people know about this pop up artisanal bakery! Sandra bakes every week for Friday pickups in Santa Barbara, and the menu changes biweekly and...']"
sxuv5uZU15UHGT_HB1xYxQ,Islands Restaurant,"['Burgers', 'American (New)', 'Sports Bars']",3.5,$$,"3825 State St Santa Barbara, CA 93105",34.438119,-119.748456,"['Good place to go to for a burger/sandwich and fries! Service was really nice and accommodating.\n\nI ordered the huli huli chicken sandwich with a gluten free...', 'Islands is nostalgic for me because I grew up going to the original location in West LA, but I remember it being so much better!! You can always count on...', 'My husband and I stopped by this restaurant on a whim while we were out running errands. Bailey, the bartender, was so kind to allow us to order off the...']"
W7gSJz80DywKnPRIGjA2Bw,Derf's Cafe,['American (Traditional)'],3.5,$$,"2000 De La Vina St Santa Barbara, CA 93105",34.428957,-119.7169716,"['First time here today for brunch.  We were only customers when we arrived and server took our order quite quickly.  But we waited nearly an hour for our...', 'I am not familiar with this area. I had a small window of time to eat. I used google and typed in lunch near me. This place popped up. Although it was...', 'This place is a nightmare. We came here and waited 2 hours and received no food?! After ordering a group of 6 guest sat next to us and also waited an hour...']"
GEGTsaKaO1R9fFB4sGS5qw,Santa Barbara Food Connection,"['Mexican', 'Food Trucks']",4.5,,"900 N Milpas Santa Barbara, CA 93103",34.4302529,-119.69029131975834,"['I have never been here before but went for Burger Week. So glad I did, the burger was so good. Quality meat and cooked beautifully. Everything on it was...', 'Me encanto este restaurante , lo recomiendo a todos tienen comidas súper deliciosa , precios accesibles y un personal muy amable . Ve a visitarlos , no te...', 'Soooooooo Santa Barbara burger week has passed...\nBut the memories live with us that have participated \nForever.....\n\nHere is my review of Santa Barbara...']"
6VVbLYay8czrjKJ4xRoTxQ,Judge For Yourself Cafe,['Breakfast & Brunch'],4.0,$$,"1218 Santa Barbara St Santa Barbara, CA 93101",34.4258818030357,-119.702599570155,"['Nothing else was open, but we needed breakfast... thank you for being open at 6:30am! \n\nGreat breakfast burritos and sandwiches, perfect cups of coffee-...', ""I thought places like this were gone in Santa Barbara. A great greasy spoon that's a time capsule of a simpler time. Boy was I wrong. I will I need to plead..."", 'Really great service, such a homey little diner. Food came out really fast surprisingly thank goodness. We got the eggs benedict and country fried steak....']"
